payment_id,invoice_id,amount,payment_date,method,reference_number
571,381,2130000,2026-06-18,کارت,REF-58283664
572,381,2130000,2026-08-03,کارت,REF-23324038
573,381,2140000,2026-08-03,بیمه,REF-65188317
574,383,25880000,2026-07-12,نقد,
575,383,25888000,2026-08-03,کارت,REF-72013873
576,384,9490000,2026-07-02,کارت,REF-31509938
577,385,5160000,2026-07-15,نقد,
578,386,5260000,2026-06-04,کارت,REF-92962477
579,386,5270000,2026-07-12,کارت,REF-12092199
580,387,8150000,2026-06-04,نقد,
581,388,7860000,2026-05-25,کارت,REF-61968333
582,389,2140000,2026-06-30,نقد,
583,389,2150000,2026-08-01,کارت,REF-18626696
584,390,4458000,2026-06-06,نقد,
585,391,4820000,2026-05-30,کارت,REF-85747925
586,392,1280000,2026-06-15,چک,REF-91181036
587,392,1290000,2026-07-27,چک,REF-26279534
588,393,5820000,2026-07-02,کارت,REF-75529627
589,394,12210000,2026-06-30,کارت,REF-43816097
590,394,12220000,2026-08-03,کارت,REF-37325150
591,395,24870000,2026-07-16,کارت,REF-92187307
592,395,24870000,2026-08-03,کارت,REF-41172614
593,396,22690000,2026-07-13,بیمه,REF-55116570
594,396,22700000,2026-08-03,کارت,REF-11232391
595,397,3110000,2026-06-13,کارت,REF-77521293
596,397,3122000,2026-07-14,کارت,REF-44925164
597,398,5130000,2026-06-02,کارت,REF-99957167
598,398,5130000,2026-07-19,کارت,REF-73751866
599,399,61660000,2026-06-27,نقد,
600,400,3130000,2026-06-30,نقد,
