usage_id,consumable_id,session_id,quantity_used,usage_date
3161,3,708,0.51,2026-05-04 12:36:00
3162,11,708,0.51,2026-05-04 12:36:00
3163,12,708,0.48,2026-05-04 12:36:00
3164,16,708,0.91,2026-05-04 12:36:00
3165,17,708,0.99,2026-05-04 12:36:00
3166,5,708,2.13,2026-05-04 12:36:00
3167,1,708,1.71,2026-05-04 12:36:00
3168,2,709,0.48,2026-05-06 12:35:00
3169,3,709,0.46,2026-05-06 12:35:00
3170,11,709,0.65,2026-05-06 12:35:00
3171,12,709,0.52,2026-05-06 12:35:00
3172,16,709,1.05,2026-05-06 12:35:00
3173,17,709,1.02,2026-05-06 12:35:00
3174,5,709,2.14,2026-05-06 12:35:00
3175,1,709,2.02,2026-05-06 12:35:00
3176,27,710,0.73,2025-07-08 14:20:00
3177,11,710,0.42,2025-07-08 14:20:00
3178,12,710,0.34,2025-07-08 14:20:00
3179,5,710,2.04,2025-07-08 14:20:00
3180,15,711,2.0,2025-07-10 11:30:00
3181,13,711,0.96,2025-07-10 11:30:00
3182,14,711,3.17,2025-07-10 11:30:00
3183,1,711,2.56,2025-07-10 11:30:00
3184,5,711,2.54,2025-07-10 11:30:00
3185,9,711,0.87,2025-07-10 11:30:00
3186,5,712,2.22,2025-07-28 13:43:00
3187,6,712,1.08,2025-07-28 13:43:00
3188,29,712,0.88,2025-07-28 13:43:00
3189,1,713,2.68,2025-07-30 14:58:00
3190,5,713,2.32,2025-07-30 14:58:00
3191,9,713,2.25,2025-07-30 14:58:00
3192,29,713,0.99,2025-07-30 14:58:00
3193,1,714,2.14,2025-08-21 09:04:00
3194,5,714,1.72,2025-08-21 09:04:00
3195,9,714,2.0,2025-08-21 09:04:00
3196,29,714,0.97,2025-08-21 09:04:00
3197,23,715,19.34,2025-08-24 14:56:00
3198,24,715,1.86,2025-08-24 14:56:00
3199,25,715,1.46,2025-08-24 14:56:00
3200,5,715,2.87,2025-08-24 14:56:00
3201,20,715,2.95,2025-08-24 14:56:00
3202,21,715,5.07,2025-08-24 14:56:00
3203,5,716,1.72,2025-11-16 14:29:00
3204,6,716,0.87,2025-11-16 14:29:00
3205,29,716,1.08,2025-11-16 14:29:00
3206,28,716,4.13,2025-11-16 14:29:00
3207,5,717,1.86,2025-11-23 15:35:00
3208,6,717,0.87,2025-11-23 15:35:00
3209,29,717,0.9,2025-11-23 15:35:00
3210,19,718,0.9,2025-11-24 16:06:00
3211,20,718,4.28,2025-11-24 16:06:00
3212,21,718,4.99,2025-11-24 16:06:00
3213,5,718,2.09,2025-11-24 16:06:00
3214,1,718,1.6,2025-11-24 16:06:00
3215,5,719,2.18,2025-11-30 17:08:00
3216,6,719,1.07,2025-11-30 17:08:00
3217,29,719,1.17,2025-11-30 17:08:00
3218,28,719,4.26,2025-11-30 17:08:00
3219,2,720,0.55,2026-01-10 12:39:00
3220,3,720,0.48,2026-01-10 12:39:00
3221,11,720,0.63,2026-01-10 12:39:00
3222,12,720,0.44,2026-01-10 12:39:00
3223,16,720,0.92,2026-01-10 12:39:00
3224,17,720,1.14,2026-01-10 12:39:00
3225,5,720,2.18,2026-01-10 12:39:00
3226,1,720,2.02,2026-01-10 12:39:00
3227,24,721,0.47,2026-02-19 17:36:00
3228,25,721,0.61,2026-02-19 17:36:00
3229,5,721,0.84,2026-02-19 17:36:00
3230,27,722,0.93,2026-03-12 15:05:00
3231,11,722,0.55,2026-03-12 15:05:00
3232,12,722,0.35,2026-03-12 15:05:00
3233,5,722,2.14,2026-03-12 15:05:00
3234,4,723,1.37,2026-03-19 13:06:00
3235,16,723,1.08,2026-03-19 13:06:00
3236,17,723,1.05,2026-03-19 13:06:00
3237,5,723,2.04,2026-03-19 13:06:00
3238,10,723,1.0,2026-03-19 13:06:00
3239,1,723,1.71,2026-03-19 13:06:00
3240,5,724,1.77,2026-04-02 12:48:00
3241,6,724,1.17,2026-04-02 12:48:00
3242,29,724,0.96,2026-04-02 12:48:00
3243,2,725,0.5,2026-05-10 09:18:00
3244,3,725,0.56,2026-05-10 09:18:00
3245,11,725,0.69,2026-05-10 09:18:00
3246,12,725,0.44,2026-05-10 09:18:00
3247,16,725,0.94,2026-05-10 09:18:00
3248,17,725,0.98,2026-05-10 09:18:00
3249,5,725,2.2,2026-05-10 09:18:00
3250,1,725,1.93,2026-05-10 09:18:00
3251,4,726,1.23,2026-05-10 10:07:00
3252,16,726,1.0,2026-05-10 10:07:00
3253,17,726,0.9,2026-05-10 10:07:00
3254,5,726,2.21,2026-05-10 10:07:00
3255,10,726,1.07,2026-05-10 10:07:00
3256,1,726,2.08,2026-05-10 10:07:00
3257,4,727,1.28,2026-06-09 11:41:00
3258,16,727,0.97,2026-06-09 11:41:00
3259,17,727,0.98,2026-06-09 11:41:00
3260,5,727,2.29,2026-06-09 11:41:00
3261,10,727,1.13,2026-06-09 11:41:00
3262,1,727,1.69,2026-06-09 11:41:00
3263,24,728,0.47,2026-07-01 14:34:00
3264,25,728,0.6,2026-07-01 14:34:00
3265,5,728,1.13,2026-07-01 14:34:00
3266,2,729,0.85,2026-07-25 11:23:00
3267,3,729,0.82,2026-07-25 11:23:00
3268,11,729,0.6,2026-07-25 11:23:00
3269,12,729,0.55,2026-07-25 11:23:00
3270,5,729,1.72,2026-07-25 11:23:00
3271,1,729,1.79,2026-07-25 11:23:00
3272,19,730,1.4,2025-08-17 14:12:00
3273,20,730,6.84,2025-08-17 14:12:00
3274,21,730,10.57,2025-08-17 14:12:00
3275,5,730,3.1,2025-08-17 14:12:00
3276,1,730,2.2,2025-08-17 14:12:00
3277,4,731,1.27,2025-08-30 16:52:00
3278,16,731,1.07,2025-08-30 16:52:00
3279,17,731,0.92,2025-08-30 16:52:00
3280,5,731,2.1,2025-08-30 16:52:00
3281,10,731,0.91,2025-08-30 16:52:00
3282,1,731,1.9,2025-08-30 16:52:00
3283,15,732,2.25,2025-09-04 14:02:00
3284,13,732,0.88,2025-09-04 14:02:00
3285,14,732,2.85,2025-09-04 14:02:00
3286,1,732,2.26,2025-09-04 14:02:00
3287,5,732,2.61,2025-09-04 14:02:00
3288,9,732,1.04,2025-09-04 14:02:00
3289,24,733,0.39,2025-09-10 17:10:00
3290,25,733,0.63,2025-09-10 17:10:00
3291,5,733,1.02,2025-09-10 17:10:00
3292,1,734,2.72,2025-10-07 12:05:00
3293,5,734,2.22,2025-10-07 12:05:00
3294,9,734,1.99,2025-10-07 12:05:00
3295,29,734,1.04,2025-10-07 12:05:00
3296,1,735,2.87,2025-11-03 14:11:00
3297,5,735,1.76,2025-11-03 14:11:00
3298,9,735,1.76,2025-11-03 14:11:00
3299,29,735,0.85,2025-11-03 14:11:00
3300,30,736,1.12,2026-01-31 13:32:00
3301,5,736,1.93,2026-01-31 13:32:00
3302,29,736,0.88,2026-01-31 13:32:00
3303,2,737,0.92,2026-02-18 15:47:00
3304,3,737,0.82,2026-02-18 15:47:00
3305,11,737,0.59,2026-02-18 15:47:00
3306,12,737,0.58,2026-02-18 15:47:00
3307,5,737,2.31,2026-02-18 15:47:00
3308,1,737,1.58,2026-02-18 15:47:00
3309,30,738,0.84,2026-03-09 17:05:00
3310,5,738,1.92,2026-03-09 17:05:00
3311,5,739,1.78,2026-06-14 14:38:00
3312,6,739,0.89,2026-06-14 14:38:00
3313,29,739,0.9,2026-06-14 14:38:00
3314,23,740,20.16,2025-12-17 15:09:00
3315,24,740,1.81,2025-12-17 15:09:00
3316,25,740,1.52,2025-12-17 15:09:00
3317,5,740,3.02,2025-12-17 15:09:00
3318,20,740,2.9,2025-12-17 15:09:00
3319,21,740,5.14,2025-12-17 15:09:00
3320,5,741,2.24,2026-01-22 16:55:00
3321,6,741,1.08,2026-01-22 16:55:00
3322,29,741,1.01,2026-01-22 16:55:00
3323,28,741,5.0,2026-01-22 16:55:00
3324,27,742,0.77,2026-02-19 11:02:00
3325,11,742,0.45,2026-02-19 11:02:00
3326,12,742,0.41,2026-02-19 11:02:00
3327,5,742,1.64,2026-02-19 11:02:00
3328,24,743,0.37,2026-02-23 17:06:00
3329,25,743,0.6,2026-02-23 17:06:00
3330,5,743,1.02,2026-02-23 17:06:00
3331,24,744,0.46,2026-04-14 15:34:00
3332,25,744,0.53,2026-04-14 15:34:00
3333,5,744,1.08,2026-04-14 15:34:00
3334,2,745,0.53,2026-06-15 12:13:00
3335,3,745,0.56,2026-06-15 12:13:00
3336,11,745,0.66,2026-06-15 12:13:00
3337,12,745,0.45,2026-06-15 12:13:00
3338,16,745,1.04,2026-06-15 12:13:00
3339,17,745,0.97,2026-06-15 12:13:00
3340,5,745,2.35,2026-06-15 12:13:00
3341,1,745,1.98,2026-06-15 12:13:00
3342,4,746,1.15,2025-07-08 11:25:00
3343,16,746,1.08,2025-07-08 11:25:00
3344,17,746,1.14,2025-07-08 11:25:00
3345,5,746,2.26,2025-07-08 11:25:00
3346,10,746,1.14,2025-07-08 11:25:00
3347,1,746,1.63,2025-07-08 11:25:00
3348,5,747,2.17,2025-07-15 13:23:00
3349,6,747,1.14,2025-07-15 13:23:00
3350,29,747,0.96,2025-07-15 13:23:00
3351,28,747,5.15,2025-07-15 13:23:00
3352,24,748,0.34,2025-07-15 14:10:00
3353,25,748,0.53,2025-07-15 14:10:00
3354,5,748,0.91,2025-07-15 14:10:00
3355,26,749,1.59,2025-07-16 11:52:00
3356,5,749,1.65,2025-07-16 11:52:00
3357,10,749,0.94,2025-07-16 11:52:00
3358,27,750,0.93,2025-08-16 16:32:00
3359,11,750,0.58,2025-08-16 16:32:00
3360,12,750,0.44,2025-08-16 16:32:00
3361,5,750,1.76,2025-08-16 16:32:00
3362,2,751,0.46,2025-10-07 12:16:00
3363,3,751,0.49,2025-10-07 12:16:00
3364,11,751,0.61,2025-10-07 12:16:00
3365,12,751,0.46,2025-10-07 12:16:00
3366,16,751,0.86,2025-10-07 12:16:00
3367,17,751,1.0,2025-10-07 12:16:00
3368,5,751,1.82,2025-10-07 12:16:00
3369,1,751,1.84,2025-10-07 12:16:00
3370,4,752,1.0,2025-10-22 09:18:00
3371,16,752,1.05,2025-10-22 09:18:00
3372,17,752,0.94,2025-10-22 09:18:00
3373,5,752,2.03,2025-10-22 09:18:00
3374,10,752,0.92,2025-10-22 09:18:00
3375,1,752,2.07,2025-10-22 09:18:00
3376,5,753,1.75,2025-12-03 15:40:00
3377,6,753,1.05,2025-12-03 15:40:00
3378,29,753,0.96,2025-12-03 15:40:00
3379,30,754,1.01,2026-01-27 11:50:00
3380,5,754,1.66,2026-01-27 11:50:00
3381,29,754,0.84,2026-01-27 11:50:00
3382,24,755,0.41,2026-03-09 15:34:00
3383,25,755,0.57,2026-03-09 15:34:00
3384,5,755,0.88,2026-03-09 15:34:00
3385,24,756,0.37,2026-03-16 15:58:00
3386,25,756,0.58,2026-03-16 15:58:00
3387,5,756,0.93,2026-03-16 15:58:00
3388,26,757,1.6,2026-03-26 14:29:00
3389,5,757,2.11,2026-03-26 14:29:00
3390,10,757,0.89,2026-03-26 14:29:00
3391,20,758,8.53,2026-06-04 14:26:00
3392,21,758,16.01,2026-06-04 14:26:00
3393,5,758,1.93,2026-06-04 14:26:00
3394,5,759,1.95,2026-07-22 16:50:00
3395,6,759,1.11,2026-07-22 16:50:00
3396,29,759,0.84,2026-07-22 16:50:00
3397,30,760,1.17,2026-04-26 16:19:00
3398,5,760,1.9,2026-04-26 16:19:00
3399,2,761,0.48,2026-07-16 16:46:00
3400,3,761,0.57,2026-07-16 16:46:00
3401,11,761,0.61,2026-07-16 16:46:00
3402,12,761,0.55,2026-07-16 16:46:00
3403,16,761,0.88,2026-07-16 16:46:00
3404,17,761,1.02,2026-07-16 16:46:00
3405,5,761,1.85,2026-07-16 16:46:00
3406,1,761,1.63,2026-07-16 16:46:00
3407,2,762,0.41,2026-07-22 14:13:00
3408,3,762,0.57,2026-07-22 14:13:00
3409,11,762,0.63,2026-07-22 14:13:00
3410,12,762,0.42,2026-07-22 14:13:00
3411,16,762,1.1,2026-07-22 14:13:00
3412,17,762,1.03,2026-07-22 14:13:00
3413,5,762,2.16,2026-07-22 14:13:00
3414,1,762,1.68,2026-07-22 14:13:00
3415,1,763,2.87,2025-08-23 15:45:00
3416,5,763,2.24,2025-08-23 15:45:00
3417,9,763,1.85,2025-08-23 15:45:00
3418,29,763,1.08,2025-08-23 15:45:00
3419,20,764,7.62,2025-08-24 09:08:00
3420,21,764,11.5,2025-08-24 09:08:00
3421,5,764,2.02,2025-08-24 09:08:00
3422,15,765,1.7,2025-10-27 14:46:00
3423,13,765,0.67,2025-10-27 14:46:00
3424,14,765,1.78,2025-10-27 14:46:00
3425,1,765,2.82,2025-10-27 14:46:00
3426,5,765,1.75,2025-10-27 14:46:00
3427,9,765,0.87,2025-10-27 14:46:00
3428,30,766,0.97,2025-11-16 17:10:00
3429,5,766,2.29,2025-11-16 17:10:00
3430,27,767,0.84,2025-12-20 09:11:00
3431,11,767,0.43,2025-12-20 09:11:00
3432,12,767,0.42,2025-12-20 09:11:00
3433,5,767,1.95,2025-12-20 09:11:00
3434,15,768,2.84,2025-12-25 15:57:00
3435,13,768,1.08,2025-12-25 15:57:00
3436,14,768,4.08,2025-12-25 15:57:00
3437,1,768,2.74,2025-12-25 15:57:00
3438,5,768,2.98,2025-12-25 15:57:00
3439,9,768,2.33,2025-12-25 15:57:00
3440,2,769,0.8,2026-01-29 16:32:00
3441,3,769,0.81,2026-01-29 16:32:00
3442,11,769,0.71,2026-01-29 16:32:00
3443,12,769,0.56,2026-01-29 16:32:00
3444,5,769,1.99,2026-01-29 16:32:00
3445,1,769,1.92,2026-01-29 16:32:00
3446,1,770,4.44,2026-03-09 15:30:00
3447,8,770,1.84,2026-03-09 15:30:00
3448,9,770,3.77,2026-03-09 15:30:00
3449,5,770,4.67,2026-03-09 15:30:00
3450,28,770,6.94,2026-03-09 15:30:00
3451,27,771,0.92,2026-03-21 14:58:00
3452,11,771,0.47,2026-03-21 14:58:00
3453,12,771,0.34,2026-03-21 14:58:00
3454,5,771,2.11,2026-03-21 14:58:00
3455,30,772,0.82,2025-07-24 15:26:00
3456,5,772,2.26,2025-07-24 15:26:00
3457,24,773,0.4,2025-07-31 16:25:00
3458,25,773,0.54,2025-07-31 16:25:00
3459,5,773,0.86,2025-07-31 16:25:00
3460,22,774,2.76,2025-08-20 15:59:00
3461,5,774,1.67,2025-08-20 15:59:00
3462,10,774,2.01,2025-08-20 15:59:00
3463,5,775,1.68,2025-09-01 17:19:00
3464,6,775,0.96,2025-09-01 17:19:00
3465,29,775,0.98,2025-09-01 17:19:00
3466,2,776,0.71,2025-10-13 12:54:00
3467,3,776,0.72,2025-10-13 12:54:00
3468,11,776,0.66,2025-10-13 12:54:00
3469,12,776,0.67,2025-10-13 12:54:00
3470,5,776,2.0,2025-10-13 12:54:00
3471,1,776,1.83,2025-10-13 12:54:00
3472,5,777,1.92,2025-10-19 10:03:00
3473,6,777,0.94,2025-10-19 10:03:00
3474,29,777,1.11,2025-10-19 10:03:00
3475,28,777,5.06,2025-10-19 10:03:00
3476,1,778,2.32,2025-11-16 09:15:00
3477,5,778,2.2,2025-11-16 09:15:00
3478,9,778,2.04,2025-11-16 09:15:00
3479,29,778,0.91,2025-11-16 09:15:00
3480,2,779,0.94,2025-12-06 15:57:00
3481,3,779,0.68,2025-12-06 15:57:00
3482,11,779,0.8,2025-12-06 15:57:00
3483,12,779,0.52,2025-12-06 15:57:00
3484,5,779,1.83,2025-12-06 15:57:00
3485,1,779,1.97,2025-12-06 15:57:00
3486,4,780,1.06,2026-01-13 09:17:00
3487,16,780,1.03,2026-01-13 09:17:00
3488,17,780,0.91,2026-01-13 09:17:00
3489,5,780,1.83,2026-01-13 09:17:00
3490,10,780,1.0,2026-01-13 09:17:00
3491,1,780,1.74,2026-01-13 09:17:00
3492,4,781,1.02,2026-02-17 11:57:00
3493,16,781,0.97,2026-02-17 11:57:00
3494,17,781,0.85,2026-02-17 11:57:00
3495,5,781,2.1,2026-02-17 11:57:00
3496,10,781,0.89,2026-02-17 11:57:00
3497,1,781,1.84,2026-02-17 11:57:00
3498,24,782,0.35,2026-04-07 16:38:00
3499,25,782,0.52,2026-04-07 16:38:00
3500,5,782,0.87,2026-04-07 16:38:00
3501,27,783,0.81,2026-05-21 13:39:00
3502,11,783,0.44,2026-05-21 13:39:00
3503,12,783,0.41,2026-05-21 13:39:00
3504,5,783,1.71,2026-05-21 13:39:00
3505,1,784,2.83,2026-05-28 10:49:00
3506,5,784,1.79,2026-05-28 10:49:00
3507,9,784,2.34,2026-05-28 10:49:00
3508,29,784,1.16,2026-05-28 10:49:00
3509,5,785,1.89,2025-07-12 14:19:00
3510,6,785,1.06,2025-07-12 14:19:00
3511,29,785,1.03,2025-07-12 14:19:00
3512,2,786,0.58,2025-07-20 16:32:00
3513,3,786,0.47,2025-07-20 16:32:00
3514,11,786,0.56,2025-07-20 16:32:00
3515,12,786,0.5,2025-07-20 16:32:00
3516,16,786,1.11,2025-07-20 16:32:00
3517,17,786,1.11,2025-07-20 16:32:00
3518,5,786,1.81,2025-07-20 16:32:00
3519,1,786,1.83,2025-07-20 16:32:00
3520,4,787,1.34,2025-07-22 15:02:00
3521,16,787,0.85,2025-07-22 15:02:00
3522,17,787,0.91,2025-07-22 15:02:00
3523,5,787,2.29,2025-07-22 15:02:00
3524,10,787,1.16,2025-07-22 15:02:00
3525,1,787,2.07,2025-07-22 15:02:00
3526,5,788,1.89,2025-07-29 15:31:00
3527,6,788,0.99,2025-07-29 15:31:00
3528,29,788,1.14,2025-07-29 15:31:00
3529,28,788,5.08,2025-07-29 15:31:00
3530,5,789,2.0,2025-08-06 10:10:00
3531,6,789,0.93,2025-08-06 10:10:00
3532,29,789,0.98,2025-08-06 10:10:00
3533,24,790,0.42,2025-08-13 16:34:00
3534,25,790,0.57,2025-08-13 16:34:00
3535,5,790,0.89,2025-08-13 16:34:00
3536,30,791,0.9,2025-09-07 13:31:00
3537,5,791,1.74,2025-09-07 13:31:00
3538,29,791,1.18,2025-09-07 13:31:00
3539,19,792,0.89,2025-10-09 15:25:00
3540,20,792,4.2,2025-10-09 15:25:00
3541,21,792,6.23,2025-10-09 15:25:00
3542,5,792,1.98,2025-10-09 15:25:00
3543,1,792,1.48,2025-10-09 15:25:00
3544,2,793,0.58,2025-10-21 13:58:00
3545,3,793,0.53,2025-10-21 13:58:00
3546,11,793,0.7,2025-10-21 13:58:00
3547,12,793,0.54,2025-10-21 13:58:00
3548,16,793,1.04,2025-10-21 13:58:00
3549,17,793,0.89,2025-10-21 13:58:00
3550,5,793,2.32,2025-10-21 13:58:00
3551,1,793,1.55,2025-10-21 13:58:00
3552,26,794,1.62,2025-10-27 12:26:00
3553,5,794,1.93,2025-10-27 12:26:00
3554,10,794,1.15,2025-10-27 12:26:00
3555,2,795,0.53,2025-11-27 11:31:00
3556,3,795,0.49,2025-11-27 11:31:00
3557,11,795,0.6,2025-11-27 11:31:00
3558,12,795,0.58,2025-11-27 11:31:00
3559,16,795,1.0,2025-11-27 11:31:00
3560,17,795,0.93,2025-11-27 11:31:00
3561,5,795,1.81,2025-11-27 11:31:00
3562,1,795,1.76,2025-11-27 11:31:00
3563,24,796,0.41,2025-12-13 14:07:00
3564,25,796,0.55,2025-12-13 14:07:00
3565,5,796,0.97,2025-12-13 14:07:00
3566,5,797,1.91,2025-12-14 10:04:00
3567,6,797,1.02,2025-12-14 10:04:00
3568,29,797,0.92,2025-12-14 10:04:00
3569,1,798,2.79,2026-02-10 13:51:00
3570,5,798,2.08,2026-02-10 13:51:00
3571,9,798,1.83,2026-02-10 13:51:00
3572,29,798,0.85,2026-02-10 13:51:00
3573,26,799,1.42,2026-02-22 12:20:00
3574,5,799,2.0,2026-02-22 12:20:00
3575,10,799,1.08,2026-02-22 12:20:00
3576,2,800,0.53,2026-04-01 13:46:00
3577,3,800,0.43,2026-04-01 13:46:00
3578,11,800,0.57,2026-04-01 13:46:00
3579,12,800,0.48,2026-04-01 13:46:00
3580,16,800,1.07,2026-04-01 13:46:00
3581,17,800,0.96,2026-04-01 13:46:00
3582,5,800,1.75,2026-04-01 13:46:00
3583,1,800,2.02,2026-04-01 13:46:00
3584,2,801,0.41,2026-04-15 15:20:00
3585,3,801,0.54,2026-04-15 15:20:00
3586,11,801,0.54,2026-04-15 15:20:00
3587,12,801,0.48,2026-04-15 15:20:00
3588,16,801,0.91,2026-04-15 15:20:00
3589,17,801,1.1,2026-04-15 15:20:00
3590,5,801,2.33,2026-04-15 15:20:00
3591,1,801,1.55,2026-04-15 15:20:00
3592,2,802,0.46,2026-07-30 16:27:00
3593,3,802,0.54,2026-07-30 16:27:00
3594,11,802,0.51,2026-07-30 16:27:00
3595,12,802,0.48,2026-07-30 16:27:00
3596,16,802,0.93,2026-07-30 16:27:00
3597,17,802,0.97,2026-07-30 16:27:00
3598,5,802,2.15,2026-07-30 16:27:00
3599,1,802,1.81,2026-07-30 16:27:00
3600,30,803,1.11,2026-01-22 14:17:00
3601,5,803,1.9,2026-01-22 14:17:00
3602,29,803,1.15,2026-01-22 14:17:00
3603,24,804,0.46,2026-04-23 14:10:00
3604,25,804,0.51,2026-04-23 14:10:00
3605,5,804,0.87,2026-04-23 14:10:00
3606,2,805,0.52,2025-11-05 13:48:00
3607,3,805,0.54,2025-11-05 13:48:00
3608,11,805,0.5,2025-11-05 13:48:00
3609,12,805,0.43,2025-11-05 13:48:00
3610,16,805,1.09,2025-11-05 13:48:00
3611,17,805,0.92,2025-11-05 13:48:00
3612,5,805,1.95,2025-11-05 13:48:00
3613,1,805,1.89,2025-11-05 13:48:00
3614,2,806,0.43,2025-11-19 13:21:00
3615,3,806,0.45,2025-11-19 13:21:00
3616,11,806,0.65,2025-11-19 13:21:00
3617,12,806,0.42,2025-11-19 13:21:00
3618,16,806,1.02,2025-11-19 13:21:00
3619,17,806,0.91,2025-11-19 13:21:00
3620,5,806,1.68,2025-11-19 13:21:00
3621,1,806,1.61,2025-11-19 13:21:00
3622,26,807,1.77,2025-12-21 12:54:00
3623,5,807,2.04,2025-12-21 12:54:00
3624,10,807,0.96,2025-12-21 12:54:00
3625,5,808,2.27,2026-01-04 11:55:00
3626,6,808,1.12,2026-01-04 11:55:00
3627,29,808,0.94,2026-01-04 11:55:00
3628,19,809,0.91,2026-01-14 14:17:00
3629,20,809,3.31,2026-01-14 14:17:00
3630,21,809,4.97,2026-01-14 14:17:00
3631,5,809,2.24,2026-01-14 14:17:00
3632,1,809,1.7,2026-01-14 14:17:00
3633,24,810,0.39,2026-06-15 14:19:00
3634,25,810,0.57,2026-06-15 14:19:00
3635,5,810,1.09,2026-06-15 14:19:00
3636,15,811,1.67,2025-08-06 09:11:00
3637,13,811,0.5,2025-08-06 09:11:00
3638,14,811,1.95,2025-08-06 09:11:00
3639,1,811,2.28,2025-08-06 09:11:00
3640,5,811,2.33,2025-08-06 09:11:00
3641,9,811,1.12,2025-08-06 09:11:00
3642,15,812,1.53,2025-08-12 12:29:00
3643,13,812,0.63,2025-08-12 12:29:00
3644,14,812,2.29,2025-08-12 12:29:00
3645,1,812,2.4,2025-08-12 12:29:00
3646,5,812,1.88,2025-08-12 12:29:00
3647,9,812,1.15,2025-08-12 12:29:00
3648,24,813,0.42,2025-08-30 17:33:00
3649,25,813,0.69,2025-08-30 17:33:00
3650,5,813,1.15,2025-08-30 17:33:00
3651,5,814,2.06,2025-09-02 15:32:00
3652,6,814,1.0,2025-09-02 15:32:00
3653,29,814,0.92,2025-09-02 15:32:00
3654,19,815,1.38,2025-09-18 14:53:00
3655,20,815,6.42,2025-09-18 14:53:00
3656,21,815,8.83,2025-09-18 14:53:00
3657,5,815,3.43,2025-09-18 14:53:00
3658,1,815,1.85,2025-09-18 14:53:00
3659,23,816,21.47,2025-10-01 14:39:00
3660,24,816,2.13,2025-10-01 14:39:00
3661,25,816,1.26,2025-10-01 14:39:00
3662,5,816,2.5,2025-10-01 14:39:00
3663,20,816,3.15,2025-10-01 14:39:00
3664,21,816,5.3,2025-10-01 14:39:00
3665,2,817,0.43,2025-10-11 11:39:00
3666,3,817,0.58,2025-10-11 11:39:00
3667,11,817,0.54,2025-10-11 11:39:00
3668,12,817,0.57,2025-10-11 11:39:00
3669,16,817,1.03,2025-10-11 11:39:00
3670,17,817,1.09,2025-10-11 11:39:00
3671,5,817,1.81,2025-10-11 11:39:00
3672,1,817,1.7,2025-10-11 11:39:00
3673,19,818,0.76,2025-11-04 13:05:00
3674,20,818,3.91,2025-11-04 13:05:00
3675,21,818,5.38,2025-11-04 13:05:00
3676,5,818,2.18,2025-11-04 13:05:00
3677,1,818,1.64,2025-11-04 13:05:00
3678,2,819,0.69,2025-12-25 10:17:00
3679,3,819,0.74,2025-12-25 10:17:00
3680,11,819,0.6,2025-12-25 10:17:00
3681,12,819,0.59,2025-12-25 10:17:00
3682,5,819,1.92,2025-12-25 10:17:00
3683,1,819,2.01,2025-12-25 10:17:00
3684,27,820,0.93,2025-12-31 13:32:00
3685,11,820,0.52,2025-12-31 13:32:00
3686,12,820,0.44,2025-12-31 13:32:00
3687,5,820,1.8,2025-12-31 13:32:00
3688,30,821,0.88,2026-01-28 15:16:00
3689,5,821,2.21,2026-01-28 15:16:00
3690,29,821,1.09,2026-01-28 15:16:00
3691,24,822,0.45,2026-03-19 15:53:00
3692,25,822,0.55,2026-03-19 15:53:00
3693,5,822,1.07,2026-03-19 15:53:00
3694,5,823,1.9,2026-03-28 11:18:00
3695,6,823,0.84,2026-03-28 11:18:00
3696,29,823,0.96,2026-03-28 11:18:00
3697,28,823,4.42,2026-03-28 11:18:00
3698,4,824,1.28,2026-04-27 14:50:00
3699,16,824,1.18,2026-04-27 14:50:00
3700,17,824,0.93,2026-04-27 14:50:00
3701,5,824,1.92,2026-04-27 14:50:00
3702,10,824,1.06,2026-04-27 14:50:00
3703,1,824,2.06,2026-04-27 14:50:00
3704,15,825,1.47,2026-08-02 13:11:00
3705,13,825,0.68,2026-08-02 13:11:00
3706,14,825,2.23,2026-08-02 13:11:00
3707,1,825,2.77,2026-08-02 13:11:00
3708,5,825,1.94,2026-08-02 13:11:00
3709,9,825,0.85,2026-08-02 13:11:00
3710,5,826,1.9,2025-12-04 13:38:00
3711,6,826,0.95,2025-12-04 13:38:00
3712,29,826,0.89,2025-12-04 13:38:00
3713,28,826,5.19,2025-12-04 13:38:00
3714,2,827,0.48,2025-12-09 09:16:00
3715,3,827,0.5,2025-12-09 09:16:00
3716,11,827,0.54,2025-12-09 09:16:00
3717,12,827,0.49,2025-12-09 09:16:00
3718,16,827,0.85,2025-12-09 09:16:00
3719,17,827,0.91,2025-12-09 09:16:00
3720,5,827,2.14,2025-12-09 09:16:00
3721,1,827,1.82,2025-12-09 09:16:00
3722,2,828,0.46,2026-02-18 14:00:00
3723,3,828,0.42,2026-02-18 14:00:00
3724,11,828,0.61,2026-02-18 14:00:00
3725,12,828,0.45,2026-02-18 14:00:00
3726,16,828,0.86,2026-02-18 14:00:00
3727,17,828,0.91,2026-02-18 14:00:00
3728,5,828,2.32,2026-02-18 14:00:00
3729,1,828,1.51,2026-02-18 14:00:00
3730,2,829,0.47,2026-02-19 12:21:00
3731,3,829,0.5,2026-02-19 12:21:00
3732,11,829,0.69,2026-02-19 12:21:00
3733,12,829,0.43,2026-02-19 12:21:00
3734,16,829,1.17,2026-02-19 12:21:00
3735,17,829,1.08,2026-02-19 12:21:00
3736,5,829,1.73,2026-02-19 12:21:00
3737,1,829,1.84,2026-02-19 12:21:00
3738,24,830,0.43,2026-03-07 17:17:00
3739,25,830,0.61,2026-03-07 17:17:00
3740,5,830,0.85,2026-03-07 17:17:00
3741,4,831,1.3,2026-04-06 17:10:00
3742,16,831,1.11,2026-04-06 17:10:00
